pl_name,hostname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_facility,pl_orbper,pl_rade,pl_masse,pl_dens,st_age,sy_dist
"Kepler-643 b","Kepler-643",1,1,0,0,"Transit",2016,"Kepler",16.33889626,10.160,,,12.020,1063.5800000
"Kepler-278 b","Kepler-278",1,2,0,0,"Transit",2014,"Kepler",,4.207,,,,443.0300000
"Kepler-933 b","Kepler-933",1,1,0,0,"Transit",2016,"Kepler",14.20443009,2.460,,,4.680,1017.2000000
"Kepler-178 c","Kepler-178",1,3,0,0,"Transit",2014,"Kepler",20.55280793,2.610,,,4.680,716.0250000
"Kepler-215 c","Kepler-215",1,4,0,0,"Transit",2014,"Kepler",,1.323,,,,485.9970000
"Kepler-1428 b","Kepler-1428",1,1,0,0,"Transit",2016,"Kepler",10.67607169,1.950,,,,1530.3200000
"Kepler-1371 b","Kepler-1371",1,2,0,0,"Transit",2016,"Kepler",3.44620390,0.640,,,,515.3340000
"Kepler-215 c","Kepler-215",1,4,0,0,"Transit",2014,"Kepler",14.66719270,1.530,,,,485.9970000
"Kepler-1159 b","Kepler-1159",1,1,0,0,"Transit",2016,"Kepler",22.70816791,1.820,,,,1213.7100000
"Kepler-121 b","Kepler-121",1,2,0,0,"Transit",2014,"Kepler",3.17741442,2.470,,,,510.5230000
"Kepler-1549 b","Kepler-1549",1,1,0,0,"Transit",2016,"Kepler",214.88654500,2.570,,,4.790,803.0520000
"Kepler-465 b","Kepler-465",1,1,0,0,"Transit",2016,"Kepler",9.94067247,2.950,,,2.190,553.0770000
"K2-124 b","K2-124",1,1,0,0,"Transit",2017,"K2",6.41400800,2.900,,,,140.3850000
"Kepler-155 c","Kepler-155",1,2,0,0,"Transit",2014,"Kepler",52.66158360,2.210,,,2.950,293.4990000
"Kepler-1054 b","Kepler-1054",1,1,0,0,"Transit",2016,"Kepler",4.30655689,1.990,,,,1090.5100000
"Kepler-798 b","Kepler-798",1,1,0,0,"Transit",2016,"Kepler",,2.041,,,,972.2740000
"Kepler-773 b","Kepler-773",1,1,0,0,"Transit",2016,"Kepler",,1.809,,,,547.0260000
"Kepler-1267 b","Kepler-1267",1,1,0,0,"Transit",2016,"Kepler",,2.899,,,,1379.4300000
"Kepler-1615 b","Kepler-1615",1,1,0,0,"Transit",2016,"Kepler",47.31261920,2.060,,,3.890,1393.8300000
"Kepler-222 d","Kepler-222",1,3,0,0,"Transit",2014,"Kepler",28.08185982,3.630,,,,758.8540000
"Kepler-1561 b","Kepler-1561",1,1,0,0,"Transit",2016,"Kepler",1.00520589,0.850,,,,839.0760000
"Kepler-1033 b","Kepler-1033",1,1,0,0,"Transit",2016,"Kepler",7.56052806,2.570,,,,1455.5000000
"Kepler-765 b","Kepler-765",1,1,0,0,"Transit",2016,"Kepler",27.66552260,2.290,,,,1076.2800000
"Kepler-1467 b","Kepler-1467",1,1,0,0,"Transit",2016,"Kepler",47.05690430,2.990,,,,852.8880000
"Kepler-24 e","Kepler-24",1,4,0,0,"Transit",2014,"Kepler",18.99852790,43.170,,,,1156.8100000
"Kepler-711 b","Kepler-711",1,1,0,0,"Transit",2016,"Kepler",23.58917143,3.160,,,,624.5750000
"Kepler-750 c","Kepler-750",1,2,0,0,"Transit",2016,"Kepler",4.08899022,1.580,,,,1296.0200000
"Kepler-278 b","Kepler-278",1,2,0,0,"Transit",2014,"Kepler",30.15986300,4.230,,,,443.0300000
"Kepler-373 b","Kepler-373",1,2,0,0,"Transit",2014,"Kepler",5.53533152,1.750,,,,1090.4500000
"Kepler-1317 b","Kepler-1317",1,1,0,0,"Transit",2016,"Kepler",,1.471,,,,728.3030000
"Kepler-1191 b","Kepler-1191",1,1,0,0,"Transit",2016,"Kepler",5.60014851,1.520,,,,955.5360000
"Kepler-115 c","Kepler-115",1,2,0,0,"Transit",2014,"Kepler",8.99091600,2.800,,,5.500,623.6090000
"Kepler-1310 b","Kepler-1310",1,1,0,0,"Transit",2016,"Kepler",0.67933675,1.400,,,,569.1850000
"Kepler-262 b","Kepler-262",1,2,0,0,"Transit",2014,"Kepler",,1.361,,,,613.1290000
"Kepler-1154 b","Kepler-1154",1,2,0,0,"Transit",2016,"Kepler",5.18561420,1.670,,,,1460.1000000
"Kepler-145 c","Kepler-145",1,2,0,0,"Transit",2013,"Kepler",42.88232415,3.830,,,,566.8500000
"Kepler-174 b","Kepler-174",1,3,0,0,"Transit",2014,"Kepler",,2.349,,,,384.7570000
"Kepler-252 c","Kepler-252",1,2,0,0,"Transit",2014,"Kepler",10.84844792,2.670,,,3.470,379.4240000
"Kepler-1086 c","Kepler-1086",2,2,0,0,"Transit",2016,"Kepler",161.51633450,2.940,,,2.880,466.0840000
"Kepler-1227 b","Kepler-1227",1,1,0,0,"Transit",2016,"Kepler",,2.169,,,,623.7060000
"Kepler-294 b","Kepler-294",1,2,0,0,"Transit",2014,"Kepler",,1.675,,,,1357.0100000
"Kepler-162 b","Kepler-162",1,2,0,0,"Transit",2014,"Kepler",,1.682,,,,855.6410000
"Kepler-1261 b","Kepler-1261",1,1,0,0,"Transit",2016,"Kepler",,2.519,,,,744.2940000
"Kepler-1118 b","Kepler-1118",1,1,0,0,"Transit",2016,"Kepler",38.67158430,2.450,,,,888.3250000
"Kepler-568 b","Kepler-568",1,1,0,0,"Transit",2016,"Kepler",11.02347480,2.460,,,,130.6450000
"Kepler-982 b","Kepler-982",1,1,0,0,"Transit",2016,"Kepler",15.77382210,2.870,,,,801.4790000
"Kepler-1074 b","Kepler-1074",1,1,0,0,"Transit",2016,"Kepler",,1.178,,,,250.8170000
"Kepler-1617 b","Kepler-1617",1,1,0,0,"Transit",2016,"Kepler",27.47855720,1.080,,,,898.3100000
"Kepler-198 c","Kepler-198",1,3,0,0,"Transit",2014,"Kepler",49.56753590,2.440,,,,495.3580000
"Kepler-1191 b","Kepler-1191",1,1,0,0,"Transit",2016,"Kepler",5.60013327,1.730,,,,955.5360000
"Kepler-969 c","Kepler-969",1,2,0,0,"Transit",2016,"Kepler",1.68293460,1.160,,,,390.3540000
"Kepler-222 b","Kepler-222",1,3,0,0,"Transit",2014,"Kepler",,3.246,,,,758.8540000
"Kepler-1379 b","Kepler-1379",1,1,0,0,"Transit",2016,"Kepler",,1.318,,,,971.3250000
"Kepler-1486 b","Kepler-1486",1,1,0,0,"Transit",2016,"Kepler",,2.792,,,,1769.1400000
"Proxima Cen b","Proxima Cen",3,1,0,0,"Radial Velocity",2016,"European Southern Observatory",11.18600000,,,,,1.3011900
"Kepler-749 b","Kepler-749",1,1,0,0,"Transit",2016,"Kepler",,3.212,,,,721.0270000
"Kepler-228 d","Kepler-228",1,3,0,0,"Transit",2014,"Kepler",11.09432054,3.900,,,,1644.6100000
"Kepler-702 b","Kepler-702",1,1,0,0,"Transit",2016,"Kepler",,9.908,,,,992.0710000
"Kepler-571 b","Kepler-571",1,1,0,0,"Transit",2016,"Kepler",4.79860021,2.510,,,,723.8750000
"Kepler-259 c","Kepler-259",1,2,0,0,"Transit",2014,"Kepler",36.92495310,2.710,,,,1002.1400000
"Kepler-341 d","Kepler-341",1,4,0,0,"Transit",2014,"Kepler",27.66663750,2.040,,,,1047.0300000
"Kepler-1603 b","Kepler-1603",1,1,0,0,"Transit",2016,"Kepler",2.27163926,1.290,,,2.820,2712.5800000
"Kepler-1113 b","Kepler-1113",1,1,0,0,"Transit",2016,"Kepler",42.30020000,2.300,,,8.100,1073.8800000
"PDS 70 b","PDS 70",1,2,0,0,"Imaging",2018,"Paranal Observatory",,30.488,953.49000,,0.005,113.0640000
"Kepler-713 b","Kepler-713",1,1,0,0,"Transit",2016,"Kepler",7.41114100,2.480,,,3.800,1089.8700000
"Kepler-867 b","Kepler-867",1,1,0,0,"Transit",2016,"Kepler",150.24212700,4.640,,,5.890,1195.5400000
"Kepler-1069 b","Kepler-1069",1,1,0,0,"Transit",2016,"Kepler",,2.696,,,,695.9670000
"Kepler-142 c","Kepler-142",1,3,0,0,"Transit",2014,"Kepler",4.76170590,2.750,,,,548.6860000
"Kepler-735 b","Kepler-735",1,1,0,0,"Transit",2016,"Kepler",11.51516988,2.980,,,,695.0590000
"KOI-3680 b","KOI-3680",1,1,0,0,"Transit",2018,"Kepler",141.24167100,11.097,613.41190,2.46000,3.200,921.9860000
"Kepler-583 b","Kepler-583",1,1,0,0,"Transit",2016,"Kepler",6.51002530,2.280,,,4.470,867.2710000
"Kepler-28 c","Kepler-28",1,2,0,0,"Transit",2011,"Kepler",8.98584768,2.410,,,2.240,438.3590000
"Kepler-326 c","Kepler-326",1,3,0,0,"Transit",2014,"Kepler",4.58033862,1.400,,,4.680,487.6750000
"Kepler-67 b","Kepler-67",1,1,0,0,"Transit",2013,"Kepler",15.72589061,2.830,,,1.860,1131.1900000
"Kepler-1294 b","Kepler-1294",1,1,0,0,"Transit",2016,"Kepler",,5.007,,,,1855.7000000
"Kepler-593 b","Kepler-593",1,1,0,0,"Transit",2016,"Kepler",21.21708973,2.870,,,3.630,973.7600000
"Kepler-1047 c","Kepler-1047",1,2,0,0,"Transit",2016,"Kepler",3.18897601,0.990,,,4.470,817.6470000
"Kepler-157 b","Kepler-157",1,3,0,0,"Transit",2014,"Kepler",1.73234549,1.270,,,,773.7130000
"Kepler-1572 b","Kepler-1572",1,1,0,0,"Transit",2016,"Kepler",5.49548621,1.330,,,,946.6020000
"K2-268 c","K2-268",1,5,0,0,"Transit",2018,"K2",9.32500000,,,,,327.7830000
"Kepler-632 b","Kepler-632",1,1,0,0,"Transit",2016,"Kepler",30.99664113,2.430,,,,
"Kepler-1484 b","Kepler-1484",1,1,0,0,"Transit",2016,"Kepler",30.45491360,2.110,,,3.980,2879.8300000
"Kepler-467 b","Kepler-467",1,1,0,0,"Transit",2016,"Kepler",24.99324193,2.250,,,8.130,466.2650000
"Kepler-144 c","Kepler-144",1,2,0,0,"Transit",2014,"Kepler",10.10463505,1.580,,,3.020,384.9170000
"Kepler-1175 b","Kepler-1175",1,1,0,0,"Transit",2016,"Kepler",37.94563000,2.990,,,4.170,1121.8900000
"Kepler-149 b","Kepler-149",1,3,0,0,"Transit",2014,"Kepler",,4.371,,,,571.0340000
"Kepler-247 d","Kepler-247",1,3,0,0,"Transit",2014,"Kepler",,3.007,,,,663.7110000
"Kepler-165 c","Kepler-165",1,2,0,0,"Transit",2014,"Kepler",,2.277,,,,560.8850000
"Kepler-172 b","Kepler-172",1,4,0,0,"Transit",2014,"Kepler",,2.614,,,,828.5920000
"Kepler-1033 b","Kepler-1033",1,1,0,0,"Transit",2016,"Kepler",,2.366,,,,1455.5000000
"Kepler-292 f","Kepler-292",1,5,0,0,"Transit",2014,"Kepler",,2.324,,,,1056.4800000
"Kepler-1168 b","Kepler-1168",1,1,0,0,"Transit",2016,"Kepler",,1.953,,,,752.6660000
"Kepler-1318 b","Kepler-1318",1,1,0,0,"Transit",2016,"Kepler",,3.032,,,,475.2480000
"Kepler-559 b","Kepler-559",1,1,0,0,"Transit",2016,"Kepler",,3.430,,,,776.7080000
"Kepler-243 b","Kepler-243",1,2,0,0,"Transit",2014,"Kepler",,2.468,,,,693.8600000
"K2-17 b","K2-17",1,1,0,0,"Transit",2015,"K2",17.96902900,2.030,,,,125.1060000
"Kepler-1476 b","Kepler-1476",1,1,0,0,"Transit",2016,"Kepler",10.35863224,1.670,,,4.570,1002.7400000
"Kepler-192 c","Kepler-192",1,3,0,0,"Transit",2014,"Kepler",21.22347296,2.660,,,6.760,651.6740000
"Kepler-1487 b","Kepler-1487",1,2,0,0,"Transit",2016,"Kepler",7.31946363,1.240,,,,1014.6200000
"Kepler-1487 c","Kepler-1487",1,2,0,0,"Transit",2023,"Kepler",35.80035721,,,,,1014.6200000
"Kepler-760 b","Kepler-760",1,2,0,0,"Transit",2016,"Kepler",,2.855,,,,792.3360000
"Kepler-1454 b","Kepler-1454",1,1,0,0,"Transit",2016,"Kepler",47.03194790,1.880,,,4.570,780.5660000
"Kepler-1146 b","Kepler-1146",1,1,0,0,"Transit",2016,"Kepler",2.35226580,1.230,,,4.900,703.0380000
"Kepler-105 c","Kepler-105",1,2,0,0,"Transit",2014,"Kepler",7.12594591,1.650,,,3.470,459.2230000
"Kepler-826 b","Kepler-826",1,1,0,0,"Transit",2016,"Kepler",4.48758907,1.250,,,4.370,779.5960000
"Kepler-172 b","Kepler-172",1,4,0,0,"Transit",2014,"Kepler",2.94030411,2.210,,,,828.5920000
"Kepler-286 c","Kepler-286",1,4,0,0,"Transit",2014,"Kepler",3.46808239,1.490,,,2.750,1226.8500000
"Kepler-1306 b","Kepler-1306",1,1,0,0,"Transit",2016,"Kepler",16.29595382,1.910,,,4.570,1107.5000000
"Kepler-573 b","Kepler-573",1,1,0,0,"Transit",2016,"Kepler",,2.878,,,,771.4710000
"Kepler-320 b","Kepler-320",1,2,0,0,"Transit",2014,"Kepler",,1.705,,,,826.6130000
"Kepler-741 b","Kepler-741",1,1,0,0,"Transit",2016,"Kepler",,3.077,,,,1661.8700000
"Kepler-742 b","Kepler-742",1,1,0,0,"Transit",2016,"Kepler",,3.101,,,,489.2530000
"Kepler-782 b","Kepler-782",1,1,0,0,"Transit",2016,"Kepler",158.68533080,3.210,,,5.250,446.8440000
"Kepler-1584 b","Kepler-1584",1,1,0,0,"Transit",2016,"Kepler",,1.588,,,,1416.3100000
"Kepler-1125 b","Kepler-1125",1,1,0,0,"Transit",2016,"Kepler",17.67006420,1.580,,,,2011.4100000
"Kepler-315 b","Kepler-315",1,2,0,0,"Transit",2014,"Kepler",96.10547100,3.890,,,,1160.6300000
"Kepler-956 b","Kepler-956",1,1,0,0,"Transit",2016,"Kepler",5.24867263,2.690,,,,544.9390000
"Kepler-285 c","Kepler-285",1,2,0,0,"Transit",2014,"Kepler",6.18670882,1.210,,,,824.3100000
"Kepler-774 b","Kepler-774",1,1,0,0,"Transit",2016,"Kepler",11.08957230,3.170,,,2.140,917.8040000
"Kepler-113 b","Kepler-113",1,2,0,0,"Transit",2014,"Kepler",4.75400000,1.820,11.70000,10.73000,6.890,262.3510000
"Kepler-1225 b","Kepler-1225",1,1,0,0,"Transit",2016,"Kepler",7.01075434,1.820,,,3.020,1347.5200000
"Kepler-83 c","Kepler-83",2,3,0,0,"Transit",2012,"Kepler",20.09010000,2.040,,,,400.4090000
"Kepler-1433 b","Kepler-1433",1,1,0,0,"Transit",2016,"Kepler",,4.157,,,,
"Kepler-1554 b","Kepler-1554",1,1,0,0,"Transit",2016,"Kepler",,2.705,,,,946.8470000
"Kepler-1259 b","Kepler-1259",1,1,0,0,"Transit",2016,"Kepler",,1.816,,,,805.5620000
"Kepler-24 c","Kepler-24",1,4,0,0,"Transit",2011,"Kepler",12.33340885,4.840,,,6.170,1156.8100000
"Kepler-640 b","Kepler-640",1,1,0,0,"Transit",2016,"Kepler",22.24813967,2.730,,,,557.7870000
"Kepler-186 e","Kepler-186",1,5,0,0,"Transit",2014,"Kepler",,1.401,,,,177.5940000
"Kepler-1580 b","Kepler-1580",1,1,0,0,"Transit",2016,"Kepler",,2.629,,,,1002.0200000
"Kepler-524 c","Kepler-524",1,2,0,0,"Transit",2016,"Kepler",1.88897100,0.990,,,6.400,1058.2400000
"Kepler-338 e","Kepler-338",1,4,0,0,"Transit Timing Variations",2014,"Kepler",9.34144548,1.760,,,,552.7980000
"Kepler-653 b","Kepler-653",1,2,0,0,"Transit",2016,"Kepler",14.70751200,1.740,,,2.800,595.6340000
"Kepler-242 c","Kepler-242",1,2,0,0,"Transit",2014,"Kepler",14.49643531,2.570,,,4.370,600.2410000
"Kepler-849 b","Kepler-849",1,1,0,0,"Transit",2016,"Kepler",,8.245,,,,822.1340000
"Kepler-166 c","Kepler-166",1,3,0,0,"Transit",2014,"Kepler",34.25951372,2.490,,,,603.5300000
"Kepler-769 b","Kepler-769",1,2,0,0,"Transit",2016,"Kepler",7.42608123,2.470,,,,1169.5700000
"Kepler-36 b","Kepler-36",1,2,0,0,"Transit",2012,"Kepler",13.84984283,1.480,,,,527.9560000
"Kepler-172 c","Kepler-172",1,4,0,0,"Transit",2014,"Kepler",6.38901755,2.350,,,,828.5920000
"Kepler-407 b","Kepler-407",1,2,0,0,"Transit",2014,"Kepler",0.66930969,1.210,,,,338.3680000
"Kepler-264 c","Kepler-264",1,2,0,0,"Transit",2014,"Kepler",140.10394000,4.160,,,,942.1730000
"Kepler-611 b","Kepler-611",1,1,0,0,"Transit",2016,"Kepler",2.43703330,1.610,,,,1395.5600000
"Kepler-1008 b","Kepler-1008",2,1,0,0,"Transit",2016,"Kepler",,1.245,,,,282.5650000
"Kepler-191 c","Kepler-191",1,3,0,0,"Transit",2014,"Kepler",17.73852054,2.110,,,,594.4640000
"Kepler-1292 b","Kepler-1292",1,1,0,0,"Transit",2016,"Kepler",3.27646405,1.900,,,,1493.4300000
"Kepler-186 f","Kepler-186",1,5,0,0,"Transit",2014,"Kepler",,1.438,,,,177.5940000
"Kepler-1290 b","Kepler-1290",1,1,0,0,"Transit",2016,"Kepler",,1.688,,,,1593.7000000
"Kepler-863 b","Kepler-863",1,1,0,0,"Transit",2016,"Kepler",,3.749,,,,1499.6600000
"Kepler-198 b","Kepler-198",1,3,0,0,"Transit",2014,"Kepler",,2.625,,,,495.3580000
"Kepler-592 b","Kepler-592",1,1,0,0,"Transit",2016,"Kepler",,2.688,,,,1153.1300000
"Kepler-1371 c","Kepler-1371",1,2,0,0,"Transit",2016,"Kepler",,0.866,,,,515.3340000
"Kepler-1305 b","Kepler-1305",1,1,0,0,"Transit",2016,"Kepler",13.56309720,1.750,,,,1575.2300000
"Kepler-276 c","Kepler-276",1,3,0,0,"Transit",2013,"Kepler",,3.469,,,,1144.8600000
"Kepler-908 b","Kepler-908",3,1,0,0,"Transit",2016,"Kepler",,1.336,,,,290.8430000
"Kepler-1272 b","Kepler-1272",1,1,0,0,"Transit",2016,"Kepler",,3.157,,,,1206.3700000
"Kepler-326 b","Kepler-326",1,3,0,0,"Transit",2014,"Kepler",2.24828854,2.550,,,,487.6750000
"Kepler-917 b","Kepler-917",1,1,0,0,"Transit",2016,"Kepler",2.97041437,1.850,,,,3460.5100000
"Kepler-1070 b","Kepler-1070",1,1,0,0,"Transit",2016,"Kepler",6.22161470,1.790,,,,939.0010000
"Kepler-1132 b","Kepler-1132",1,1,0,0,"Transit",2016,"Kepler",62.89162280,2.060,,,,867.9310000
"Kepler-1158 b","Kepler-1158",1,1,0,0,"Transit",2016,"Kepler",13.53953595,2.320,,,,1484.2500000
"Kepler-344 b","Kepler-344",1,2,0,0,"Transit",2014,"Kepler",,2.364,,,,1002.9400000
"Kepler-142 c","Kepler-142",1,3,0,0,"Transit",2014,"Kepler",4.76170526,2.780,,,,548.6860000
"Kepler-380 c","Kepler-380",1,2,0,0,"Transit",2014,"Kepler",,1.483,,,,813.7130000
"Kepler-315 c","Kepler-315",1,2,0,0,"Transit",2014,"Kepler",265.46762100,4.240,,,4.900,1160.6300000
"Kepler-256 e","Kepler-256",1,4,0,0,"Transit",2014,"Kepler",10.68167916,2.140,,,9.550,1026.4300000
"Kepler-1347 b","Kepler-1347",1,1,0,0,"Transit",2016,"Kepler",14.00947528,1.030,,,5.620,
"Kepler-219 c","Kepler-219",1,3,0,0,"Transit",2014,"Kepler",22.71444582,3.210,,,,787.0700000
"Kepler-1363 b","Kepler-1363",1,1,0,0,"Transit",2016,"Kepler",,1.134,,,,541.7140000
"Kepler-1137 b","Kepler-1137",1,1,0,0,"Transit",2016,"Kepler",23.92107910,2.230,,,,921.7780000
"Kepler-238 c","Kepler-238",1,5,0,0,"Transit",2014,"Kepler",6.15555756,1.880,,,,1798.7500000
"Kepler-444 d","Kepler-444",3,5,0,0,"Transit",2015,"Kepler",6.18939200,0.530,,,11.230,36.4396000
"Kepler-758 b","Kepler-758",1,4,0,0,"Transit",2016,"Kepler",12.10971040,2.340,,,,1502.3200000
"Kepler-1324 b","Kepler-1324",1,1,0,0,"Transit",2016,"Kepler",,1.554,,,,481.6670000
"Kepler-318 c","Kepler-318",1,2,0,0,"Transit",2014,"Kepler",11.81500130,2.980,,,1.620,489.1410000
"Kepler-1390 b","Kepler-1390",1,1,0,0,"Transit",2016,"Kepler",6.48021673,0.920,,,,723.4310000
"Kepler-362 b","Kepler-362",1,2,0,0,"Transit",2014,"Kepler",10.32738017,0.840,,,,1090.5100000
"Kepler-405 b","Kepler-405",1,2,0,0,"Transit",2014,"Kepler",10.61369479,2.340,,,,1065.0800000
"Kepler-646 b","Kepler-646",1,1,0,0,"Transit",2016,"Kepler",15.87364565,1.610,,,,451.7940000
"Kepler-1183 b","Kepler-1183",1,1,0,0,"Transit",2016,"Kepler",28.50572170,2.550,,,,1919.1900000
"Kepler-1389 b","Kepler-1389",1,1,0,0,"Transit",2016,"Kepler",99.25095000,1.640,,,2.800,497.0930000
"Kepler-1144 b","Kepler-1144",1,1,0,0,"Transit",2016,"Kepler",,2.831,,,,1140.5700000
"Kepler-255 c","Kepler-255",1,3,0,0,"Transit",2014,"Kepler",9.94603603,2.920,,,4.370,1052.5300000
"Kepler-758 b","Kepler-758",1,4,0,0,"Transit",2016,"Kepler",12.10971040,2.480,,,3.800,1502.3200000
"Kepler-1383 b","Kepler-1383",1,1,0,0,"Transit",2016,"Kepler",13.90935830,1.410,,,2.240,1027.2100000
"Kepler-1404 b","Kepler-1404",1,1,0,0,"Transit",2016,"Kepler",15.93147390,2.010,,,4.570,962.1830000
"Kepler-140 c","Kepler-140",1,2,0,0,"Transit",2014,"Kepler",91.35158670,1.630,,,1.950,583.8590000
"Kepler-820 b","Kepler-820",1,1,0,0,"Transit",2016,"Kepler",127.83380980,6.090,,,2.630,1387.2000000
"Kepler-727 b","Kepler-727",1,1,0,0,"Transit",2016,"Kepler",,2.725,,,,831.8420000
"Kepler-1407 b","Kepler-1407",1,1,0,0,"Transit",2016,"Kepler",,2.703,,,,1396.4100000
"Kepler-353 c","Kepler-353",2,2,0,0,"Transit",2014,"Kepler",,2.130,,,,384.6940000
"Kepler-304 b","Kepler-304",1,4,0,0,"Transit",2014,"Kepler",,2.679,,,,434.6840000
"Kepler-730 b","Kepler-730",1,2,0,0,"Transit",2016,"Kepler",,11.360,,,,1935.0400000
"Kepler-1505 b","Kepler-1505",1,1,0,0,"Transit",2016,"Kepler",,1.591,,,,495.1480000
"Kepler-338 b","Kepler-338",1,4,0,0,"Transit",2014,"Kepler",13.72707449,2.520,,,4.790,552.7980000
"Kepler-824 b","Kepler-824",1,1,0,0,"Transit",2016,"Kepler",,1.678,,,,1201.4000000
"Kepler-1345 b","Kepler-1345",1,1,0,0,"Transit",2016,"Kepler",,2.953,,,,1355.0200000
"Kepler-176 d","Kepler-176",1,4,0,0,"Transit",2014,"Kepler",,2.190,,,,527.3210000
"Kepler-998 b","Kepler-998",1,1,0,0,"Transit",2016,"Kepler",5.65377733,1.880,,,,986.3640000
"Kepler-436 b","Kepler-436",1,2,0,0,"Transit",2015,"Kepler",,2.339,,,,588.8670000
"Kepler-361 b","Kepler-361",1,2,0,0,"Transit",2014,"Kepler",8.48653576,1.380,,,3.160,930.3200000
"Kepler-83 d","Kepler-83",2,3,0,0,"Transit",2014,"Kepler",,2.004,,,,400.4090000
"Kepler-1394 b","Kepler-1394",1,1,0,0,"Transit",2016,"Kepler",3.93766373,0.750,,,,640.4090000
"Kepler-1531 b","Kepler-1531",1,1,0,0,"Transit",2016,"Kepler",1.13854338,1.270,,,,666.3340000
"Kepler-228 c","Kepler-228",1,3,0,0,"Transit",2014,"Kepler",,3.268,,,,1644.6100000
"Kepler-101 c","Kepler-101",1,2,0,0,"Transit",2014,"Kepler",,1.249,,,,927.9810000
"Kepler-1110 b","Kepler-1110",1,1,0,0,"Transit",2016,"Kepler",,2.439,,,,726.8280000
"Kepler-368 b","Kepler-368",1,2,0,0,"Transit",2014,"Kepler",26.84763250,1.220,,,,770.9780000
"Kepler-1598 b","Kepler-1598",1,1,0,0,"Transit",2016,"Kepler",4.34195123,0.960,,,,619.8620000
"Kepler-972 b","Kepler-972",1,1,0,0,"Transit",2016,"Kepler",7.03932553,4.650,,,2.820,1198.0300000
"Kepler-919 b","Kepler-919",1,1,0,0,"Transit",2016,"Kepler",11.04603384,1.930,,,,1119.8700000
"Kepler-909 b","Kepler-909",1,1,0,0,"Transit",2016,"Kepler",13.93291548,1.660,,,,309.5960000
"Kepler-710 b","Kepler-710",1,1,0,0,"Transit",2016,"Kepler",4.34728553,1.600,,,,1448.3400000
"Kepler-951 b","Kepler-951",2,1,0,0,"Transit",2016,"Kepler",71.52530845,5.590,,,4.270,382.5090000
"Kepler-192 d","Kepler-192",1,3,0,0,"Transit",2016,"Kepler",6.47027579,1.020,,,6.760,651.6740000
"Kepler-131 b","Kepler-131",1,2,0,0,"Transit",2014,"Kepler",16.09197176,2.130,,,3.720,228.6780000
"Kepler-121 b","Kepler-121",1,2,0,0,"Transit",2014,"Kepler",3.17741442,2.780,,,4.470,510.5230000
"Kepler-1466 b","Kepler-1466",1,1,0,0,"Transit",2016,"Kepler",31.17504480,1.550,,,3.890,631.9490000
"Kepler-989 b","Kepler-989",1,1,0,0,"Transit",2016,"Kepler",,2.106,,,,491.9780000
"Kepler-815 b","Kepler-815",1,1,0,0,"Transit",2016,"Kepler",,4.432,,,,1259.2800000
"Kepler-255 c","Kepler-255",1,3,0,0,"Transit",2014,"Kepler",,2.853,,,,1052.5300000
"Kepler-984 b","Kepler-984",1,1,0,0,"Transit",2016,"Kepler",,2.540,,,,460.1880000
"Kepler-1612 b","Kepler-1612",1,1,0,0,"Transit",2016,"Kepler",,0.940,,,,764.7260000
"Kepler-1440 b","Kepler-1440",1,1,0,0,"Transit",2016,"Kepler",,1.991,,,,1115.3500000
"Kepler-1389 b","Kepler-1389",1,1,0,0,"Transit",2016,"Kepler",99.25323360,2.170,,,,497.0930000
"Kepler-1380 b","Kepler-1380",1,1,0,0,"Transit",2016,"Kepler",10.31082450,1.340,,,,2462.9400000
"Kepler-824 b","Kepler-824",1,1,0,0,"Transit",2016,"Kepler",4.51436633,1.880,,,,1201.4000000
"Kepler-619 c","Kepler-619",1,3,0,0,"Transit",2016,"Kepler",1.20846503,1.500,,,,900.6780000
"Kepler-861 b","Kepler-861",1,1,0,0,"Transit",2016,"Kepler",3.94963138,2.430,,,,850.3270000
"Kepler-634 b","Kepler-634",1,1,0,0,"Transit",2016,"Kepler",,2.145,,,,888.0270000
"Kepler-414 b","Kepler-414",1,2,0,0,"Transit Timing Variations",2014,"Kepler",4.69965282,1.740,,,,413.4600000
"Kepler-262 b","Kepler-262",1,2,0,0,"Transit",2014,"Kepler",13.06076688,1.830,,,3.550,613.1290000
"Kepler-1452 b","Kepler-1452",1,1,0,0,"Transit",2016,"Kepler",42.91375100,2.700,,,3.240,996.3200000
"Kepler-299 d","Kepler-299",1,4,0,0,"Transit",2014,"Kepler",15.05486890,1.790,,,6.030,1052.2400000
"Kepler-114 b","Kepler-114",1,3,0,0,"Transit",2014,"Kepler",5.18856176,1.320,,,2.690,259.5330000
"Kepler-1339 b","Kepler-1339",1,1,0,0,"Transit",2016,"Kepler",1.34155513,0.710,,,5.620,371.0490000
"Kepler-574 b","Kepler-574",1,1,0,0,"Transit",2016,"Kepler",7.65880414,2.250,,,,682.8960000
"Kepler-1626 b","Kepler-1626",1,1,0,0,"Transit",2016,"Kepler",4.13962966,1.230,,,,1368.8300000
"Kepler-225 b","Kepler-225",1,2,0,0,"Transit",2014,"Kepler",6.73893544,1.440,,,,561.1010000
"Kepler-652 b","Kepler-652",1,1,0,0,"Transit",2016,"Kepler",4.18200253,2.570,,,,394.5500000
