pl_name,hostname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_facility,pl_orbper,pl_rade,pl_masse,pl_dens,st_age,sy_dist
"HD 147018 c","HD 147018",1,2,0,0,"Radial Velocity",2009,"La Silla Observatory",1008.00000000,,,,6.360,40.4256000
"HD 6434 b","HD 6434",1,1,0,0,"Radial Velocity",2003,"La Silla Observatory",22.01700000,,,,11.270,42.3580000
"HD 176986 b","HD 176986",1,2,0,0,"Radial Velocity",2017,"Multiple Observatories",6.48980000,,,,4.300,27.7843000
"HD 154857 c","HD 154857",1,2,0,0,"Radial Velocity",2014,"Anglo-Australian Telescope",3452.00000000,,,,,63.4482000
"NGC 2682 Sand 364 b","NGC 2682 Sand 364",1,1,0,0,"Radial Velocity",2014,"Multiple Observatories",121.71000000,,,,4.150,817.1920000
"HD 134060 c","HD 134060",1,2,0,0,"Radial Velocity",2019,"La Silla Observatory",1291.56460000,,,,,24.0125000
"HD 75898 b","HD 75898",1,1,0,0,"Radial Velocity",2007,"W. M. Keck Observatory",422.90000000,,,,3.560,78.0505000
"TAP 26 b","TAP 26",1,1,0,0,"Radial Velocity",2017,"Multiple Facilities",10.79000000,,,,0.017,121.4020000
"HD 99706 b","HD 99706",1,2,0,0,"Radial Velocity",2011,"W. M. Keck Observatory",868.00000000,,,,,146.6000000
"HD 75784 c","HD 75784",1,2,0,0,"Radial Velocity",2018,"W. M. Keck Observatory",7900.00000000,,,,,85.4321000
"HIP 74890 b","HIP 74890",1,1,0,0,"Radial Velocity",2016,"Multiple Observatories",822.30000000,,,,,78.6562000
"HD 153950 b","HD 153950",1,1,0,0,"Radial Velocity",2008,"La Silla Observatory",499.39999000,,,,,48.4549000
"HIP 65407 b","HIP 65407",1,2,0,0,"Radial Velocity",2016,"Haute-Provence Observatory",28.12500000,,,,,61.7804000
"11 UMi b","11 UMi",1,1,0,0,"Radial Velocity",2009,"Thueringer Landessternwarte Tautenburg",,,,,,125.3210000
"Gl 686 b","Gl 686",1,1,0,0,"Radial Velocity",2018,"Roque de los Muchachos Observatory",15.53000000,,,,,8.1572800
"HD 73526 c","HD 73526",1,2,0,0,"Radial Velocity",2005,"Anglo-Australian Telescope",379.10000000,,,,,97.2396000
"HD 96127 b","HD 96127",1,1,0,0,"Radial Velocity",2011,"McDonald Observatory",647.29999000,,,,,587.6590000
"K2-15 b","K2-15",1,1,0,0,"Transit",2015,"K2",11.81004000,3.080,,,,493.9920000
"HIP 14810 b","HIP 14810",1,3,0,0,"Radial Velocity",2005,"W. M. Keck Observatory",6.67386000,,,,,50.4800000
"HD 212771 b","HD 212771",1,1,0,0,"Radial Velocity",2009,"W. M. Keck Observatory",373.29999000,,,,,111.1550000
"GJ 1265 b","GJ 1265",1,1,0,0,"Radial Velocity",2018,"Calar Alto Observatory",3.65110000,,,,,10.2525000
"EPIC 201427007 b","EPIC 201427007",1,1,0,0,"Transit",2021,"K2",0.72091000,1.500,,,,706.3910000
"HD 94834 b","HD 94834",1,1,0,0,"Radial Velocity",2018,"W. M. Keck Observatory",1576.00000000,,,,,98.1609000
"HD 142415 b","HD 142415",1,1,0,0,"Radial Velocity",2003,"La Silla Observatory",386.30000000,,,,1.100,35.5318000
"HD 101930 b","HD 101930",2,1,0,0,"Radial Velocity",2005,"La Silla Observatory",70.46000000,,,,,30.0274000
"HD 33283 b","HD 33283",2,1,0,0,"Radial Velocity",2006,"W. M. Keck Observatory",18.17900000,,,,,89.8623000
"HD 75784 b","HD 75784",1,2,0,0,"Radial Velocity",2014,"W. M. Keck Observatory",341.70000000,,,,4.000,85.4321000
"HD 22781 b","HD 22781",1,1,0,0,"Radial Velocity",2011,"Haute-Provence Observatory",528.07000000,,,,4.800,32.6034000
"HD 8535 b","HD 8535",2,1,0,0,"Radial Velocity",2010,"La Silla Observatory",1313.00000000,,,,,55.4401000
"HIP 14810 b","HIP 14810",1,3,0,0,"Radial Velocity",2005,"W. M. Keck Observatory",6.67389200,,,,5.840,50.4800000
"HD 221287 b","HD 221287",1,1,0,0,"Radial Velocity",2007,"La Silla Observatory",456.10000000,,,,1.300,55.9231000
"HD 18742 b","HD 18742",1,1,0,0,"Radial Velocity",2011,"W. M. Keck Observatory",772.00000000,,,,2.300,162.6850000
"HD 109271 b","HD 109271",1,2,0,0,"Radial Velocity",2013,"La Silla Observatory",7.85430000,,,,7.300,55.8716000
"TYC 3667-1280-1 b","TYC 3667-1280-1",1,1,0,0,"Radial Velocity",2016,"McDonald Observatory",26.46800000,,,,1.350,477.5160000
"HD 13189 b","HD 13189",1,1,0,0,"Radial Velocity",2005,"Thueringer Landessternwarte Tautenburg",471.60001000,,,,,497.8230000
"Wolf 1061 b","Wolf 1061",1,3,0,0,"Radial Velocity",2015,"La Silla Observatory",4.88690000,,,,,4.3059200
"EPIC 212624936 b","EPIC 212624936",1,2,0,0,"Transit",2021,"K2",0.57865700,1.200,,,,561.9290000
"HD 62509 b","HD 62509",1,1,0,0,"Radial Velocity",2006,"Multiple Observatories",596.60000000,,,,,
"HD 192699 b","HD 192699",1,1,0,0,"Radial Velocity",2007,"Lick Observatory",340.94000000,,,,,71.8627000
"HD 159868 c","HD 159868",1,2,0,0,"Radial Velocity",2012,"Anglo-Australian Telescope",352.30000000,,,,,55.8503000
"HD 158038 b","HD 158038",1,1,0,0,"Radial Velocity",2011,"W. M. Keck Observatory",521.00000000,,,,2.500,94.8625000
"V0391 Peg b","V0391 Peg",1,1,0,0,"Pulsation Timing Variations",2007,"Multiple Observatories",1170.00000000,,,,10.000,1195.9800000
"GJ 163 c","GJ 163",1,3,0,0,"Radial Velocity",2013,"La Silla Observatory",25.63058000,,,,,15.1285000
"HD 154672 b","HD 154672",1,1,0,0,"Radial Velocity",2008,"Las Campanas Observatory",163.90000000,,,,,63.0484000
"HD 40307 c","HD 40307",1,5,0,0,"Radial Velocity",2009,"La Silla Observatory",9.61830000,,,,,12.9363000
"HD 113538 c","HD 113538",1,2,0,0,"Radial Velocity",2010,"La Silla Observatory",1818.00000000,,,,4.300,16.2817000
"HR 810 b","HR 810",1,1,0,0,"Radial Velocity",1999,"La Silla Observatory",302.79999000,,,,,17.3181000
"HD 75784 c","HD 75784",1,2,0,0,"Radial Velocity",2018,"W. M. Keck Observatory",5040.00000000,,,,,85.4321000
"HD 147873 b","HD 147873",2,2,0,0,"Radial Velocity",2016,"Multiple Observatories",116.59600000,,,,4.000,109.0550000
"HD 159243 c","HD 159243",1,2,0,0,"Radial Velocity",2013,"Haute-Provence Observatory",248.40000000,,,,1.250,73.3055000
"HD 147018 b","HD 147018",1,2,0,0,"Radial Velocity",2009,"La Silla Observatory",44.23600000,,,,6.360,40.4256000
"HD 63765 b","HD 63765",1,1,0,0,"Radial Velocity",2009,"La Silla Observatory",358.00000000,,,,4.770,32.5376000
"HD 207832 b","HD 207832",3,2,0,0,"Radial Velocity",2012,"W. M. Keck Observatory",161.97000000,,,,,58.9291000
"HD 73534 b","HD 73534",1,1,0,0,"Radial Velocity",2008,"W. M. Keck Observatory",1770.00000000,,,,,83.3321000
"HD 79498 b","HD 79498",2,1,0,0,"Radial Velocity",2011,"McDonald Observatory",1807.00000000,,,,2.710,48.9489000
"HD 152581 b","HD 152581",1,1,0,0,"Radial Velocity",2011,"W. M. Keck Observatory",689.00000000,,,,,165.7600000
"RR Cae b","RR Cae",2,1,0,1,"Eclipse Timing Variations",2012,"Leoncito Astronomical Complex",4343.50000000,,,,,21.1916000
"HD 196885 A b","HD 196885 A",2,1,0,0,"Radial Velocity",2007,"Haute-Provence Observatory",1333.00000000,,,,3.120,34.1692000
"HD 330075 b","HD 330075",1,1,0,0,"Radial Velocity",2004,"La Silla Observatory",3.38773000,,,,6.200,45.2989000
"K2-280 b","K2-280",1,1,0,0,"Transit",2018,"K2",19.89531000,8.010,,,,391.5370000
"K2-280 b","K2-280",1,1,0,0,"Transit",2018,"K2",19.89526800,8.500,,,,391.5370000
"11 UMi b","11 UMi",1,1,0,0,"Radial Velocity",2009,"Thueringer Landessternwarte Tautenburg",516.21997000,,,,,125.3210000
"HD 154857 b","HD 154857",1,2,0,0,"Radial Velocity",2004,"Anglo-Australian Telescope",408.60001000,,,,,63.4482000
"HD 18742 b","HD 18742",1,1,0,0,"Radial Velocity",2011,"W. M. Keck Observatory",772.00000000,,,,,162.6850000
"HD 200964 b","HD 200964",1,2,0,0,"Radial Velocity",2010,"Lick Observatory",613.79999000,,,,,72.5922000
"HD 12648 b","HD 12648",1,1,0,0,"Radial Velocity",2015,"Bohyunsan Optical Astronomical Observatory",133.60000000,,,,4.500,182.1920000
"HD 133131 A b","HD 133131 A",2,3,0,0,"Radial Velocity",2016,"Las Campanas Observatory",649.00000000,,,,9.700,51.4736000
"HIP 65407 c","HIP 65407",1,2,0,0,"Radial Velocity",2016,"Haute-Provence Observatory",67.30000000,,,,,61.7804000
"HD 86081 b","HD 86081",2,1,0,0,"Radial Velocity",2006,"W. M. Keck Observatory",2.13750000,,,,,103.9360000
"HD 65216 b","HD 65216",3,2,0,0,"Radial Velocity",2003,"La Silla Observatory",613.10000000,,,,,35.1205000
"HD 155358 b","HD 155358",1,2,0,0,"Radial Velocity",2007,"McDonald Observatory",194.30000000,,,,,43.6197000
"HD 98219 b","HD 98219",1,1,0,0,"Radial Velocity",2011,"W. M. Keck Observatory",436.90000000,,,,4.000,113.7040000
"HD 89744 b","HD 89744",2,1,0,0,"Radial Velocity",1999,"Fred Lawrence Whipple Observatory",256.78000000,,,,,38.6364000
"HD 179079 b","HD 179079",1,1,0,0,"Radial Velocity",2008,"W. M. Keck Observatory",14.47600000,,,,,69.7116000
"HD 23127 b","HD 23127",1,1,0,0,"Radial Velocity",2006,"Anglo-Australian Telescope",1214.00000000,,,,,93.8555000
"HD 1605 b","HD 1605",1,2,0,0,"Radial Velocity",2015,"Multiple Observatories",577.90002000,,,,,88.8047000
"HD 63454 b","HD 63454",1,1,0,0,"Radial Velocity",2005,"La Silla Observatory",2.81805000,,,,,37.6894000
"HD 73526 b","HD 73526",1,2,0,0,"Radial Velocity",2002,"Anglo-Australian Telescope",188.30000000,,,,,97.2396000
"HD 85512 b","HD 85512",1,1,0,0,"Radial Velocity",2011,"La Silla Observatory",58.43000000,,,,,11.2810000
"HD 47186 c","HD 47186",1,2,0,0,"Radial Velocity",2008,"La Silla Observatory",1353.60000000,,,,,37.4574000
"HD 102272 b","HD 102272",1,1,0,0,"Radial Velocity",2008,"McDonald Observatory",,,,,,347.0970000
"Kepler-56 b","Kepler-56",1,3,0,0,"Transit",2012,"Kepler",,,,,,912.9940000
"GJ 251 b","GJ 251",1,1,0,0,"Radial Velocity",2020,"W. M. Keck Observatory",14.23800000,,,,,5.5805700
"HD 10180 c","HD 10180",1,6,0,0,"Radial Velocity",2010,"La Silla Observatory",5.75969000,,,,,38.9607000
"HD 180617 b","HD 180617",2,1,0,0,"Radial Velocity",2018,"Calar Alto Observatory",105.90000000,,,,,5.9105900
"HD 171028 b","HD 171028",1,1,0,0,"Radial Velocity",2007,"La Silla Observatory",550.00000000,,,,,111.6590000
"HD 215152 c","HD 215152",1,4,0,0,"Radial Velocity",2018,"La Silla Observatory",7.28243000,,,,,21.5974000
"HD 40307 b","HD 40307",1,5,0,0,"Radial Velocity",2009,"La Silla Observatory",4.31150000,,,,,12.9363000
"HIP 12961 b","HIP 12961",1,1,0,0,"Radial Velocity",2010,"La Silla Observatory",57.43500000,,,,,23.3710000
"HD 114613 b","HD 114613",1,1,0,0,"Radial Velocity",2014,"Anglo-Australian Telescope",4000.00000000,,,,,20.2836000
"HD 75289 b","HD 75289",2,1,0,0,"Radial Velocity",1999,"La Silla Observatory",3.50926700,,,,,29.1158000
"HD 185269 b","HD 185269",3,1,0,0,"Radial Velocity",2006,"Lick Observatory",6.83990000,,,,4.000,51.9917000
"HD 19994 b","HD 19994",3,1,0,0,"Radial Velocity",2003,"La Silla Observatory",466.20000000,,,,,22.5242000
"HD 148427 b","HD 148427",1,1,0,0,"Radial Velocity",2009,"Lick Observatory",331.50000000,,,,2.500,71.3499000
"HD 147513 b","HD 147513",2,1,0,0,"Radial Velocity",2003,"La Silla Observatory",528.40000000,,,,0.300,12.9032000
"HD 192699 b","HD 192699",1,1,0,0,"Radial Velocity",2007,"Lick Observatory",345.53000000,,,,,71.8627000
"HD 73526 b","HD 73526",1,2,0,0,"Radial Velocity",2002,"Anglo-Australian Telescope",190.50000000,,,,9.200,97.2396000
"HD 208487 b","HD 208487",1,1,0,0,"Radial Velocity",2004,"Anglo-Australian Telescope",130.00000000,,,,8.150,45.1470000
"HD 108863 b","HD 108863",1,1,0,0,"Radial Velocity",2011,"W. M. Keck Observatory",443.39999000,,,,,164.7420000
"HD 37605 b","HD 37605",1,2,0,0,"Radial Velocity",2004,"McDonald Observatory",55.01307000,,,,,46.7864000
"NGC 2682 YBP 1514 b","NGC 2682 YBP 1514",1,1,0,0,"Radial Velocity",2014,"Multiple Observatories",5.11800000,,,,4.150,914.2210000
"HD 40956 b","HD 40956",1,1,0,0,"Radial Velocity",2017,"Multiple Observatories",578.60000000,,,,1.350,116.5930000
"HD 176986 c","HD 176986",1,2,0,0,"Radial Velocity",2017,"Multiple Observatories",16.81910000,,,,4.300,27.7843000
"HD 215152 e","HD 215152",1,4,0,0,"Radial Velocity",2018,"La Silla Observatory",25.19670000,,,,,21.5974000
"GJ 273 b","GJ 273",1,2,0,0,"Radial Velocity",2017,"La Silla Observatory",18.64980000,,,,,5.9215350
"HD 99706 c","HD 99706",1,2,0,0,"Radial Velocity",2018,"W. M. Keck Observatory",1278.00000000,,,,,146.6000000
"HD 96127 b","HD 96127",1,1,0,0,"Radial Velocity",2011,"McDonald Observatory",647.30000000,,,,,587.6590000
"HD 116029 c","HD 116029",2,2,0,0,"Radial Velocity",2018,"W. M. Keck Observatory",907.00000000,,,,,123.2450000
"HD 23079 b","HD 23079",1,1,0,0,"Radial Velocity",2001,"Anglo-Australian Telescope",730.60000000,,,,,33.4591000
"HD 108147 b","HD 108147",1,1,0,0,"Radial Velocity",2002,"La Silla Observatory",10.89850000,,,,,38.9200000
"HD 155358 c","HD 155358",1,2,0,0,"Radial Velocity",2007,"McDonald Observatory",391.90000000,,,,10.700,43.6197000
"HD 102117 b","HD 102117",1,1,0,0,"Radial Velocity",2005,"La Silla Observatory",20.80000000,,,,10.000,39.5792000
"DMPP-1 c","DMPP-1",1,4,0,0,"Radial Velocity",2019,"La Silla Observatory",6.58400000,,,,2.010,62.5388000
"K2-28 b","K2-28",1,1,0,0,"Transit",2016,"K2",2.26040400,1.520,,,,62.9969000
"HD 108147 b","HD 108147",1,1,0,0,"Radial Velocity",2002,"La Silla Observatory",10.90100000,,,,,38.9200000
"HD 179079 b","HD 179079",1,1,0,0,"Radial Velocity",2008,"W. M. Keck Observatory",14.47900000,,,,6.990,69.7116000
"HD 220197 b","HD 220197",1,1,0,0,"Radial Velocity",2018,"Roque de los Muchachos Observatory",1728.00000000,,,,10.165,64.4110000
"Wolf 1061 d","Wolf 1061",1,3,0,0,"Radial Velocity",2015,"La Silla Observatory",67.27000000,,,,,4.3059200
"HD 20781 e","HD 20781",2,5,0,0,"Radial Velocity",2019,"La Silla Observatory",85.50730000,,,,,35.9715000
"GJ 3341 b","GJ 3341",1,1,0,0,"Radial Velocity",2015,"La Silla Observatory",14.20700000,,,,,23.6190000
"HIP 14810 c","HIP 14810",1,3,0,0,"Radial Velocity",2006,"W. M. Keck Observatory",147.74700000,,,,5.840,50.4800000
"HD 180053 b","HD 180053",1,1,0,0,"Radial Velocity",2018,"W. M. Keck Observatory",213.72000000,,,,,137.0430000
"HD 101930 b","HD 101930",2,1,0,0,"Radial Velocity",2005,"La Silla Observatory",70.46000000,,,,,30.0274000
"HD 190647 b","HD 190647",1,1,0,0,"Radial Velocity",2007,"La Silla Observatory",1176.45000000,,,,7.957,54.4738000
"HD 40307 f","HD 40307",1,5,0,0,"Radial Velocity",2013,"La Silla Observatory",51.77680000,,,,,12.9363000
"HD 164604 b","HD 164604",1,1,0,0,"Radial Velocity",2009,"Las Campanas Observatory",641.47200000,,,,,39.3633000
"HD 180617 b","HD 180617",2,1,0,0,"Radial Velocity",2018,"Calar Alto Observatory",105.91100000,,,,,5.9105900
"HD 8326 b","HD 8326",1,1,0,0,"Radial Velocity",2019,"Las Campanas Observatory",158.99100000,,,,,30.6862000
"HD 158996 b","HD 158996",1,1,0,0,"Radial Velocity",2018,"Bohyunsan Optical Astronomical Observatory",820.20000000,,,,1.600,283.6590000
"NGC 2682 YBP 401 b","NGC 2682 YBP 401",1,1,0,0,"Radial Velocity",2016,"La Silla Observatory",4.08700000,,,,,830.8220000
"tau Gem b","tau Gem",1,1,0,0,"Radial Velocity",2013,"Lick Observatory",305.50000000,,,,1.220,112.5370000
"HD 20782 b","HD 20782",2,5,0,0,"Radial Velocity",2006,"Anglo-Australian Telescope",577.90000000,,,,,35.9864000
"GJ 3293 b","GJ 3293",1,4,0,0,"Radial Velocity",2015,"La Silla Observatory",30.59870000,,,,,20.1903000
"HIP 14810 b","HIP 14810",1,3,0,0,"Radial Velocity",2005,"W. M. Keck Observatory",6.67385500,,,,,50.4800000
"HD 1666 b","HD 1666",1,1,0,0,"Radial Velocity",2015,"Multiple Observatories",270.00000000,,,,1.760,117.9080000
"HD 37605 b","HD 37605",1,2,0,0,"Radial Velocity",2004,"McDonald Observatory",55.01292000,,,,5.650,46.7864000
"HD 102956 b","HD 102956",2,1,0,0,"Radial Velocity",2010,"W. M. Keck Observatory",6.49470000,,,,,121.8900000
"HD 60532 c","HD 60532",1,2,0,0,"Radial Velocity",2008,"La Silla Observatory",600.10000000,,,,2.800,25.9716000
"GJ 180 b","GJ 180",1,3,0,0,"Radial Velocity",2014,"Multiple Observatories",17.38000000,,,,,11.9407000
"EPIC 201497682 b","EPIC 201497682",1,1,0,0,"Transit",2019,"K2",2.13174000,0.692,,,,253.0260000
"HD 290327 b","HD 290327",1,1,0,0,"Radial Velocity",2009,"La Silla Observatory",2443.00000000,,,,,56.4330000
"HD 231701 b","HD 231701",1,1,0,0,"Radial Velocity",2007,"W. M. Keck Observatory",141.60000000,,,,4.900,108.8770000
"HD 96063 b","HD 96063",1,1,0,0,"Radial Velocity",2011,"W. M. Keck Observatory",362.50000000,,,,,140.0650000
"NSVS 14256825 b","NSVS 14256825",2,1,0,1,"Eclipse Timing Variations",2019,"Multiple Observatories",3225.00000000,,,,,820.8770000
"GJ 96 b","GJ 96",1,1,0,0,"Radial Velocity",2018,"Haute-Provence Observatory",73.94000000,,,,,11.9315000
"HD 164509 b","HD 164509",2,1,0,0,"Radial Velocity",2010,"W. M. Keck Observatory",280.17000000,,,,2.320,53.1119000
"K2-19 d","K2-19",1,3,0,0,"Transit",2016,"K2",2.50828300,1.159,,,,289.8270000
"HD 67087 c","HD 67087",1,2,0,0,"Radial Velocity",2015,"Multiple Observatories",2374.00000000,,,,1.450,76.5217000
"HD 200964 c","HD 200964",1,2,0,0,"Radial Velocity",2010,"Lick Observatory",852.50000000,,,,,72.5922000
"PSR B1257+12 d","PSR B1257+12",1,3,0,0,"Pulsar Timing",1992,"Arecibo Observatory",98.23400000,,,,0.800,600.0000000
"HD 20782 b","HD 20782",2,5,0,0,"Radial Velocity",2006,"Anglo-Australian Telescope",597.06430000,,,,,35.9864000
"HD 88133 b","HD 88133",1,1,0,0,"Radial Velocity",2004,"W. M. Keck Observatory",3.41486740,,324.18660,,,73.6123000
"Pr0211 c","Pr0211",2,2,0,0,"Radial Velocity",2016,"Roque de los Muchachos Observatory",4850.00000000,,,,0.578,182.7140000
"HD 156411 b","HD 156411",1,1,0,0,"Radial Velocity",2009,"La Silla Observatory",842.20000000,,,,,56.8655000
"HD 59686 A b","HD 59686 A",2,1,0,0,"Radial Velocity",2016,"Lick Observatory",299.36000000,,,,1.730,89.2721000
"HD 31527 d","HD 31527",1,3,0,0,"Radial Velocity",2019,"La Silla Observatory",271.67370000,,,,,38.4473000
"BD+20 274 b","BD+20 274",1,1,0,0,"Radial Velocity",2012,"McDonald Observatory",578.20000000,,,,,1322.5100000
"HD 43691 b","HD 43691",3,1,0,0,"Radial Velocity",2007,"Haute-Provence Observatory",36.96000000,,,,2.800,85.6009000
"HD 30669 b","HD 30669",1,1,0,0,"Radial Velocity",2014,"La Silla Observatory",1684.00000000,,,,4.800,58.0844000
"HD 23127 b","HD 23127",1,1,0,0,"Radial Velocity",2006,"Anglo-Australian Telescope",1211.17000000,,,,4.508,93.8555000
"HD 1605 b","HD 1605",1,2,0,0,"Radial Velocity",2015,"Multiple Observatories",577.90000000,,,,4.590,88.8047000
"CT Cha b","CT Cha",1,1,0,0,"Imaging",2007,"Paranal Observatory",,24.660,5403.00000,,0.002,190.7200000
"Kepler-887 b","Kepler-887",1,2,0,0,"Transit",2016,"Kepler",20.42224470,1.780,,,,886.5880000
"Kepler-209 c","Kepler-209",1,2,0,0,"Transit",2014,"Kepler",41.74949827,2.990,,,4.470,576.9460000
"Kepler-217 d","Kepler-217",1,3,0,0,"Transit",2016,"Kepler",3.88689525,1.140,,,,1104.6400000
"Kepler-509 b","Kepler-509",1,1,0,0,"Transit",2016,"Kepler",,2.453,,,,332.4430000
"Kepler-155 b","Kepler-155",1,2,0,0,"Transit",2014,"Kepler",5.93120384,1.760,,,,293.4990000
"Kepler-508 b","Kepler-508",1,1,0,0,"Transit",2016,"Kepler",25.30889748,2.360,,,,324.6180000
"Kepler-748 b","Kepler-748",1,1,0,0,"Transit",2016,"Kepler",7.40742793,2.230,,,,1705.9900000
"Kepler-341 b","Kepler-341",1,4,0,0,"Transit",2014,"Kepler",5.19556758,1.080,,,4.680,1047.0300000
"Kepler-353 b","Kepler-353",2,2,0,0,"Transit",2014,"Kepler",,1.251,,,,384.6940000
"Kepler-838 b","Kepler-838",1,1,0,0,"Transit",2016,"Kepler",,2.326,,,,1104.0400000
"Kepler-218 d","Kepler-218",1,3,0,0,"Transit",2016,"Kepler",124.52446470,2.660,,,5.620,656.3800000
"Kepler-444 e","Kepler-444",3,5,0,0,"Transit",2015,"Kepler",7.74347614,86.500,,,,36.4396000
"Kepler-315 c","Kepler-315",1,2,0,0,"Transit",2014,"Kepler",,4.387,,,,1160.6300000
"Kepler-1210 b","Kepler-1210",1,1,0,0,"Transit",2016,"Kepler",8.07124073,1.560,,,,1176.5300000
"Kepler-235 d","Kepler-235",1,4,0,0,"Transit",2014,"Kepler",20.05993080,2.140,,,,428.0180000
"Kepler-145 b","Kepler-145",1,2,0,0,"Transit",2013,"Kepler",22.95068896,2.270,,,3.240,566.8500000
"Kepler-1232 b","Kepler-1232",1,1,0,0,"Transit",2016,"Kepler",,1.462,,,,632.8650000
"Kepler-570 b","Kepler-570",1,1,0,0,"Transit",2016,"Kepler",,2.256,,,,568.1480000
"Kepler-184 c","Kepler-184",1,3,0,0,"Transit",2014,"Kepler",,2.120,,,,610.3260000
"Kepler-803 b","Kepler-803",1,1,0,0,"Transit",2016,"Kepler",,3.963,,,,639.7710000
"Kepler-1162 c","Kepler-1162",1,2,0,0,"Transit",2023,"Kepler",59.28406400,1.810,,,,940.2110000
"Kepler-1487 b","Kepler-1487",1,2,0,0,"Transit",2016,"Kepler",7.31946363,1.240,,,,1014.6200000
"Kepler-79 c","Kepler-79",1,4,0,0,"Transit",2012,"Kepler",,3.678,,,,1020.7200000
"Kepler-753 b","Kepler-753",1,1,0,0,"Transit",2016,"Kepler",5.74771191,1.860,,,,274.7670000
"Kepler-111 c","Kepler-111",1,2,0,0,"Transit",2014,"Kepler",224.78460800,7.300,,,,657.2230000
"Kepler-938 b","Kepler-938",1,1,0,0,"Transit",2016,"Kepler",52.62984170,2.080,,,,1182.0500000
"PH2 b","PH2",1,1,0,0,"Transit",2013,"Kepler",282.52548560,9.410,,,2.040,343.8630000
"Kepler-99 b","Kepler-99",2,1,0,0,"Transit",2014,"Kepler",4.60357804,1.880,,,,208.3690000
"Kepler-1285 b","Kepler-1285",1,1,0,0,"Transit",2016,"Kepler",14.79674580,0.970,,,2.750,422.2690000
"Kepler-1279 b","Kepler-1279",1,1,0,0,"Transit",2016,"Kepler",,2.363,,,,1494.2200000
"Kepler-1464 c","Kepler-1464",1,2,0,0,"Transit",2016,"Kepler",,1.546,,,,1151.7300000
"Kepler-160 c","Kepler-160",1,3,0,0,"Transit",2014,"Kepler",13.69942900,3.760,,,,937.0130000
"Kepler-322 c","Kepler-322",1,2,0,0,"Transit",2014,"Kepler",4.33722404,1.720,,,4.680,400.4800000
"Kepler-729 b","Kepler-729",1,1,0,0,"Transit",2016,"Kepler",3.16635371,3.580,,,4.270,1921.1500000
"Kepler-564 b","Kepler-564",1,1,0,0,"Transit",2016,"Kepler",3.75083228,4.630,,,4.270,863.0370000
"Kepler-235 b","Kepler-235",1,4,0,0,"Transit",2014,"Kepler",,2.323,,,,428.0180000
"Kepler-996 b","Kepler-996",1,1,0,0,"Transit",2016,"Kepler",3.77059058,1.980,,,3.630,1216.5800000
"Kepler-234 c","Kepler-234",1,2,0,0,"Transit",2014,"Kepler",,3.753,,,,1733.1000000
"Kepler-1242 b","Kepler-1242",1,1,0,0,"Transit",2016,"Kepler",13.62798432,2.610,,,,687.6150000
"Kepler-264 c","Kepler-264",1,2,0,0,"Transit",2014,"Kepler",,3.248,,,,942.1730000
"Kepler-382 c","Kepler-382",1,2,0,0,"Transit",2014,"Kepler",,2.798,,,,935.4460000
"Kepler-273 c","Kepler-273",1,2,0,0,"Transit",2014,"Kepler",8.01494715,1.900,,,4.680,713.9640000
"Kepler-330 b","Kepler-330",1,2,0,0,"Transit",2014,"Kepler",,1.325,,,,717.5270000
"Kepler-1641 c","Kepler-1641",1,2,0,0,"Transit",2016,"Kepler",32.65721200,2.950,,,3.020,860.3700000
"Kepler-194 b","Kepler-194",1,3,0,0,"Transit",2014,"Kepler",,1.443,,,,1097.9700000
"Kepler-344 c","Kepler-344",1,2,0,0,"Transit",2014,"Kepler",125.60230200,2.950,,,4.680,1002.9400000
"Kepler-434 b","Kepler-434",1,1,0,0,"Transit",2015,"Kepler",12.87470990,12.670,908.96000,2.40000,4.000,1222.5400000
"KMT-2021-BLG-1689L b","KMT-2021-BLG-1689L",1,1,0,0,"Microlensing",2022,"KMTNet",,,46.00000,,,7200.0000000
"KMT-2021-BLG-1689L b","KMT-2021-BLG-1689L",1,1,0,0,"Microlensing",2022,"KMTNet",,,46.00000,,,7200.0000000
"KMT-2021-BLG-1689L b","KMT-2021-BLG-1689L",1,1,0,0,"Microlensing",2022,"KMTNet",,,45.00000,,,7200.0000000
"KMT-2021-BLG-1689L b","KMT-2021-BLG-1689L",1,1,0,0,"Microlensing",2022,"KMTNet",,,39.00000,,,5000.0000000
"KMT-2021-BLG-1689L b","KMT-2021-BLG-1689L",1,1,0,0,"Microlensing",2022,"KMTNet",,,39.00000,,,5000.0000000
"KMT-2021-BLG-1689L b","KMT-2021-BLG-1689L",1,1,0,0,"Microlensing",2022,"KMTNet",,,46.00000,,,7200.0000000
"KMT-2021-BLG-1689L b","KMT-2021-BLG-1689L",1,1,0,0,"Microlensing",2022,"KMTNet",,,39.00000,,,5000.0000000
"Kepler-1859 c","Kepler-1859",1,2,0,0,"Transit",2023,"Kepler",3.59640550,1.320,,,,1331.2500000
"Kepler-1610 b","Kepler-1610",1,2,0,0,"Transit",2016,"Kepler",8.70181574,1.450,,,,864.3310000
"Kepler-1079 b","Kepler-1079",1,1,0,0,"Transit",2016,"Kepler",13.24503188,1.630,,,6.610,591.0980000
"Kepler-307 b","Kepler-307",1,2,0,0,"Transit",2013,"Kepler",10.41572924,3.000,,,6.610,575.5810000
